dictyBase ID	CRC64	Length	Database	Domain ID	Domain Name	Start	End	Score	Status	Date	InterPro ID	InterPro Name
DDB0346963	F50B49354B6F0AF1	323	GENE3D	G3DSA:3.40.630.30	G3DSA:3.40.630.30	186	307	  4.1E-11	T	18-MAY-13	IPR016181	Acyl-CoA N-acyltransferase
DDB0346963	F50B49354B6F0AF1	323	PANTHER	PTHR31143	FAMILY NOT NAMED	1	322	   .0E+00	T	18-MAY-13		
DDB0346963	F50B49354B6F0AF1	323	PANTHER	PTHR31143:SF0	SUBFAMILY NOT NAMED	1	322	   .0E+00	T	18-MAY-13		
DDB0346963	F50B49354B6F0AF1	323	SSF	SSF55729	Acyl-CoA N-acyltransferases (Nat)	120	309	  5.4E-08	T	18-MAY-13	IPR016181	Acyl-CoA N-acyltransferase
DDB0346963	F50B49354B6F0AF1	323	PFAM	PF08445	FR47	238	309	  2.1E-08	T	18-MAY-13	IPR013653	FR47-like
DDB0346965	1792D2DA9CAD3EE6	85	SignalP	SignalP-NN(euk)	signal-peptide	0	20		?	18-MAY-13		
DDB0346965	1792D2DA9CAD3EE6	85	TMHMM	tmhmm	transmembrane_regions	3	24		?	18-MAY-13		
DDB0346968	705D6D6774A02A8B	556	GENE3D	G3DSA:1.25.40.10	G3DSA:1.25.40.10	281	355	  9.9E-05	T	18-MAY-13	IPR011990	Tetratricopeptide-like helical
DDB0346968	705D6D6774A02A8B	556	SSF	SSF48452	TPR-like	273	472	  1.7E-11	T	18-MAY-13		
DDB0346968	705D6D6774A02A8B	556	PROFILE	PS50293	TPR_REGION	421	492	  8.5E+00	T	18-MAY-13	IPR013026	Tetratricopeptide repeat-containing domain
DDB0346968	705D6D6774A02A8B	556	PROFILE	PS50293	TPR_REGION	283	317	  6.6E+00	T	18-MAY-13	IPR013026	Tetratricopeptide repeat-containing domain
DDB0346968	705D6D6774A02A8B	556	PROFILE	PS50005	TPR	421	455	  8.0E+00	T	18-MAY-13	IPR019734	Tetratricopeptide repeat
DDB0346968	705D6D6774A02A8B	556	PROFILE	PS50005	TPR	283	317	  6.8E+00	T	18-MAY-13	IPR019734	Tetratricopeptide repeat
DDB0346968	705D6D6774A02A8B	556	SMART	SM00028	Tetratricopeptide repeats	455	485	  2.1E+02	T	18-MAY-13	IPR019734	Tetratricopeptide repeat
DDB0346968	705D6D6774A02A8B	556	SMART	SM00028	Tetratricopeptide repeats	421	455	  4.6E+00	T	18-MAY-13	IPR019734	Tetratricopeptide repeat
DDB0346968	705D6D6774A02A8B	556	SMART	SM00028	Tetratricopeptide repeats	283	317	  4.2E+01	T	18-MAY-13	IPR019734	Tetratricopeptide repeat
DDB0346968	705D6D6774A02A8B	556	SMART	SM00028	Tetratricopeptide repeats	101	135	  4.6E+02	T	18-MAY-13	IPR019734	Tetratricopeptide repeat
DDB0346968	705D6D6774A02A8B	556	PFAM	PF00515	TPR_1	424	454	  9.6E-03	T	18-MAY-13	IPR001440	Tetratricopeptide TPR-1
DDB0346968	705D6D6774A02A8B	556	PANTHER	PTHR10790:SF23	PUTATIVE UNCHARACTERIZED PROTEIN	0	555		T	18-MAY-13		
DDB0346968	705D6D6774A02A8B	556	PANTHER	PTHR10790	FAMILY NOT NAMED	0	555		T	18-MAY-13		
DDB0346968	705D6D6774A02A8B	556	GENE3D	G3DSA:1.25.40.10	G3DSA:1.25.40.10	424	486	  4.5E-08	T	18-MAY-13	IPR011990	Tetratricopeptide-like helical
DDB0346970	78398B783492EA7F	441	SignalP	SignalP-NN(euk)	signal-peptide	0	20		?	18-MAY-13		
DDB0346970	78398B783492EA7F	441	TMHMM	tmhmm	transmembrane_regions	4	25		?	18-MAY-13		
DDB0346972	62BC083F3D9E167D	213	TMHMM	tmhmm	transmembrane_regions	195	211		?	18-MAY-13		
DDB0346974	4B42E225BDAB1C8D	397	PROFILE	PS51450	LRR	120	141	  5.1E+00	T	18-MAY-13	IPR001611	Leucine-rich repeat
DDB0346974	4B42E225BDAB1C8D	397	PANTHER	PTHR24106	FAMILY NOT NAMED	54	348	  2.2E-28	T	18-MAY-13		
DDB0346974	4B42E225BDAB1C8D	397	PFAM	PF13516	LRR_6	118	141	  1.8E-01	T	18-MAY-13		
DDB0346974	4B42E225BDAB1C8D	397	SMART	SM00368	Leucine rich repeat, ribonuclease inhibitor	209	237	  6.3E+00	T	18-MAY-13	IPR003590	Leucine-rich repeat, ribonuclease inhibitor subtype
DDB0346974	4B42E225BDAB1C8D	397	SMART	SM00368	Leucine rich repeat, ribonuclease inhibitor	118	146	  1.6E+00	T	18-MAY-13	IPR003590	Leucine-rich repeat, ribonuclease inhibitor subtype
DDB0346974	4B42E225BDAB1C8D	397	SMART	SM00368	Leucine rich repeat, ribonuclease inhibitor	89	117	  3.2E+01	T	18-MAY-13	IPR003590	Leucine-rich repeat, ribonuclease inhibitor subtype
DDB0346974	4B42E225BDAB1C8D	397	SMART	SM00368	Leucine rich repeat, ribonuclease inhibitor	61	89	  7.8E+01	T	18-MAY-13	IPR003590	Leucine-rich repeat, ribonuclease inhibitor subtype
DDB0346974	4B42E225BDAB1C8D	397	SMART	SM00368	Leucine rich repeat, ribonuclease inhibitor	32	61	  8.1E+01	T	18-MAY-13	IPR003590	Leucine-rich repeat, ribonuclease inhibitor subtype
DDB0346974	4B42E225BDAB1C8D	397	PFAM	PF13516	LRR_6	321	344	  2.4E-01	T	18-MAY-13		
DDB0346974	4B42E225BDAB1C8D	397	PFAM	PF13516	LRR_6	293	317	  3.6E-03	T	18-MAY-13		
DDB0346974	4B42E225BDAB1C8D	397	PFAM	PF13516	LRR_6	237	261	  6.5E-02	T	18-MAY-13		
DDB0346974	4B42E225BDAB1C8D	397	PFAM	PF13516	LRR_6	212	232	  4.1E-01	T	18-MAY-13		
DDB0346974	4B42E225BDAB1C8D	397	PROFILE	PS51450	LRR	91	103	  5.0E+00	T	18-MAY-13	IPR001611	Leucine-rich repeat
DDB0346974	4B42E225BDAB1C8D	397	PROFILE	PS51450	LRR	34	56	  5.8E+00	T	18-MAY-13	IPR001611	Leucine-rich repeat
DDB0346974	4B42E225BDAB1C8D	397	SMART	SM00368	Leucine rich repeat, ribonuclease inhibitor	321	349	  3.3E-03	T	18-MAY-13	IPR003590	Leucine-rich repeat, ribonuclease inhibitor subtype
DDB0346974	4B42E225BDAB1C8D	397	SMART	SM00368	Leucine rich repeat, ribonuclease inhibitor	293	321	  1.6E-01	T	18-MAY-13	IPR003590	Leucine-rich repeat, ribonuclease inhibitor subtype
DDB0346974	4B42E225BDAB1C8D	397	SMART	SM00368	Leucine rich repeat, ribonuclease inhibitor	265	293	  1.8E+00	T	18-MAY-13	IPR003590	Leucine-rich repeat, ribonuclease inhibitor subtype
DDB0346974	4B42E225BDAB1C8D	397	SMART	SM00368	Leucine rich repeat, ribonuclease inhibitor	237	265	  4.7E-03	T	18-MAY-13	IPR003590	Leucine-rich repeat, ribonuclease inhibitor subtype
DDB0346974	4B42E225BDAB1C8D	397	PFAM	PF13516	LRR_6	90	112	  1.4E-02	T	18-MAY-13		
DDB0346974	4B42E225BDAB1C8D	397	GENE3D	G3DSA:3.80.10.10	G3DSA:3.80.10.10	162	386	  5.7E-39	T	18-MAY-13		
DDB0346974	4B42E225BDAB1C8D	397	PROFILE	PS51450	LRR	211	232	  5.3E+00	T	18-MAY-13	IPR001611	Leucine-rich repeat
DDB0346974	4B42E225BDAB1C8D	397	PROFILE	PS51450	LRR	323	345	  7.5E+00	T	18-MAY-13	IPR001611	Leucine-rich repeat
DDB0346974	4B42E225BDAB1C8D	397	GENE3D	G3DSA:3.80.10.10	G3DSA:3.80.10.10	32	153	  1.4E-18	T	18-MAY-13		
DDB0346974	4B42E225BDAB1C8D	397	SSF	SSF52047	RNI-like	33	396	  2.0E-51	T	18-MAY-13		
DDB0346974	4B42E225BDAB1C8D	397	PROFILE	PS51450	LRR	295	317	  6.3E+00	T	18-MAY-13	IPR001611	Leucine-rich repeat
DDB0346975	71D3FDD978CC6219	296	PROFILE	PS51450	LRR	196	217	  7.8E+00	T	18-MAY-13	IPR001611	Leucine-rich repeat
DDB0346975	71D3FDD978CC6219	296	SSF	SSF52047	RNI-like	131	220	  5.3E-07	T	18-MAY-13		
DDB0346977	73C8779B7869C3E0	204	SignalP	SignalP-NN(euk)	signal-peptide	0	24		?	18-MAY-13		
DDB0346978	E75874F21A67CFEA	788	PANTHER	PTHR31768	FAMILY NOT NAMED	20	279	  1.7E-20	T	18-MAY-13		
DDB0346978	E75874F21A67CFEA	788	PFAM	PF00643	zf-B_box	37	75	  1.4E-05	T	18-MAY-13	IPR000315	Zinc finger, B-box
DDB0346978	E75874F21A67CFEA	788	SSF	SSF52540	P-loop containing nucleoside triphosphate hydrolases	556	760	  2.2E-06	T	18-MAY-13	IPR027417	P-loop containing nucleoside triphosphate hydrolase
DDB0346978	E75874F21A67CFEA	788	PROFILE	PS50119	ZF_BBOX	38	76	  9.5E+00	T	18-MAY-13	IPR000315	Zinc finger, B-box
DDB0346979	259FB4F545CFABBA	1423	PANTHER	PTHR32545	UNCHARACTERIZED	0	1422		T	18-MAY-13		
DDB0346979	259FB4F545CFABBA	1423	SignalP	SignalP-NN(euk)	signal-peptide	0	23		?	18-MAY-13		
DDB0346979	259FB4F545CFABBA	1423	TMHMM	tmhmm	transmembrane_regions	4	23		?	18-MAY-13		
DDB0346979	259FB4F545CFABBA	1423	TMHMM	tmhmm	transmembrane_regions	1381	1402		?	18-MAY-13		
DDB0346980	5C4591F5FEC7CB65	1418	PANTHER	PTHR32545	UNCHARACTERIZED	0	1417		T	18-MAY-13		
DDB0346980	5C4591F5FEC7CB65	1418	TMHMM	tmhmm	transmembrane_regions	1376	1397		?	18-MAY-13		
DDB0346980	5C4591F5FEC7CB65	1418	SignalP	SignalP-NN(euk)	signal-peptide	0	20		?	18-MAY-13		
DDB0346981	E92DA0194503BA1B	514	PANTHER	PTHR16196	CELL CYCLE CONTROL PROTEIN CWF25	1	510	 6.3E-102	T	18-MAY-13		
DDB0346981	E92DA0194503BA1B	514	PFAM	PF10197	Cir_N	9	46	  7.4E-13	T	18-MAY-13	IPR019339	CBF1-interacting co-repressor CIR, N-terminal domain
DDB0346981	E92DA0194503BA1B	514	PFAM	PF12542	CWC25	61	153	  1.1E-16	T	18-MAY-13	IPR022209	Pre-mRNA splicing factor
DDB0346981	E92DA0194503BA1B	514	SMART	SM01083	N-terminal domain of CBF1 interacting co	9	46	  1.8E-12	T	18-MAY-13	IPR019339	CBF1-interacting co-repressor CIR, N-terminal domain
DDB0346987	D388EC9945D81928	688	SignalP	SignalP-NN(euk)	signal-peptide	0	32		?	18-MAY-13		
DDB0346987	D388EC9945D81928	688	TMHMM	tmhmm	transmembrane_regions	8	27		?	18-MAY-13		
DDB0346988	B85935AC908B6611	1247	PANTHER	PTHR10919	FAMILY NOT NAMED	0	1241	  2.4E-27	T	18-MAY-13		
DDB0346989	8F4B4DA1D32D2A5C	507	PANTHER	PTHR32134	FAMILY NOT NAMED	6	498	  5.8E-25	T	18-MAY-13		
DDB0346989	8F4B4DA1D32D2A5C	507	PFAM	PF05725	FNIP	390	436	  1.1E-12	T	18-MAY-13	IPR008615	FNIP
DDB0346989	8F4B4DA1D32D2A5C	507	PFAM	PF05725	FNIP	458	498	  6.8E-10	T	18-MAY-13	IPR008615	FNIP
DDB0346991	D914C9F55FC14E45	70	SignalP	SignalP-NN(euk)	signal-peptide	0	19		?	18-MAY-13		
DDB0346994	700A444CFA0A3BD4	1205	PRINTS	PR00011	EGFLAMININ	620	639	  3.5E-09	T	18-MAY-13		
DDB0346994	700A444CFA0A3BD4	1205	PRINTS	PR00011	EGFLAMININ	660	679	  3.5E-09	T	18-MAY-13		
DDB0346994	700A444CFA0A3BD4	1205	PRINTS	PR00011	EGFLAMININ	774	793	  3.5E-09	T	18-MAY-13		
DDB0346994	700A444CFA0A3BD4	1205	GENE3D	G3DSA:2.170.300.10	G3DSA:2.170.300.10	693	793	  4.9E-07	T	18-MAY-13		
DDB0346994	700A444CFA0A3BD4	1205	PANTHER	PTHR24032	FAMILY NOT NAMED	698	1201	  1.6E-78	T	18-MAY-13		
DDB0346994	700A444CFA0A3BD4	1205	PFAM	PF07974	EGF_2	765	793	  4.5E-05	T	18-MAY-13	IPR013111	EGF, extracellular
DDB0346994	700A444CFA0A3BD4	1205	SMART	SM00181	Epidermal growth factor-like domain.	644	680	  2.8E+01	T	18-MAY-13	IPR000742	Epidermal growth factor-like domain
DDB0346994	700A444CFA0A3BD4	1205	SMART	SM00181	Epidermal growth factor-like domain.	762	794	  5.0E+01	T	18-MAY-13	IPR000742	Epidermal growth factor-like domain
DDB0346994	700A444CFA0A3BD4	1205	TMHMM	tmhmm	transmembrane_regions	1162	1185		?	18-MAY-13		
DDB0346994	700A444CFA0A3BD4	1205	TMHMM	tmhmm	transmembrane_regions	9	30		?	18-MAY-13		
DDB0346994	700A444CFA0A3BD4	1205	SignalP	SignalP-NN(euk)	signal-peptide	0	28		?	18-MAY-13		
DDB0346994	700A444CFA0A3BD4	1205	PROFILE	PS50026	EGF_3	877	911	  1.0E+01	T	18-MAY-13	IPR000742	Epidermal growth factor-like domain
DDB0346994	700A444CFA0A3BD4	1205	PROFILE	PS50026	EGF_3	759	794	  1.1E+01	T	18-MAY-13	IPR000742	Epidermal growth factor-like domain
DDB0346994	700A444CFA0A3BD4	1205	PROFILE	PS50026	EGF_3	681	720	  7.5E+00	T	18-MAY-13	IPR000742	Epidermal growth factor-like domain
DDB0346994	700A444CFA0A3BD4	1205	PROFILE	PS50026	EGF_3	604	640	  7.1E+00	T	18-MAY-13	IPR000742	Epidermal growth factor-like domain
DDB0346994	700A444CFA0A3BD4	1205	PROSITE	PS00022	EGF_1	781	793		T	18-MAY-13	IPR013032	EGF-like, conserved site
DDB0346994	700A444CFA0A3BD4	1205	SMART	SM00181	Epidermal growth factor-like domain.	880	911	  2.3E+01	T	18-MAY-13	IPR000742	Epidermal growth factor-like domain
DDB0346994	700A444CFA0A3BD4	1205	SSF	SSF81296	E set domains	795	878	  1.7E-07	T	18-MAY-13	IPR014756	Immunoglobulin E-set
DDB0346994	700A444CFA0A3BD4	1205	SSF	SSF57196	EGF/Laminin	602	641	  8.0E-03	T	18-MAY-13		
DDB0346994	700A444CFA0A3BD4	1205	SSF	SSF57196	EGF/Laminin	876	928	  3.5E-03	T	18-MAY-13		
DDB0346994	700A444CFA0A3BD4	1205	SSF	SSF57196	EGF/Laminin	758	811	  1.1E-03	T	18-MAY-13		
DDB0346994	700A444CFA0A3BD4	1205	SSF	SSF57196	EGF/Laminin	690	723	  1.4E-04	T	18-MAY-13		
DDB0346994	700A444CFA0A3BD4	1205	SSF	SSF57196	EGF/Laminin	650	683	  9.9E-05	T	18-MAY-13		
DDB0346994	700A444CFA0A3BD4	1205	SMART	SM00181	Epidermal growth factor-like domain.	684	720	  7.4E+01	T	18-MAY-13	IPR000742	Epidermal growth factor-like domain
DDB0346994	700A444CFA0A3BD4	1205	SMART	SM00181	Epidermal growth factor-like domain.	607	640	  1.1E+02	T	18-MAY-13	IPR000742	Epidermal growth factor-like domain
DDB0346994	700A444CFA0A3BD4	1205	PANTHER	PTHR24032:SF2	SUBFAMILY NOT NAMED	698	1201	  1.6E-78	T	18-MAY-13		
DDB0346994	700A444CFA0A3BD4	1205	GENE3D	G3DSA:2.60.40.10	G3DSA:2.60.40.10	822	864	  4.8E-04	T	18-MAY-13	IPR013783	Immunoglobulin-like fold
DDB0346994	700A444CFA0A3BD4	1205	GENE3D	G3DSA:2.10.25.10	G3DSA:2.10.25.10	645	682	  3.0E-04	T	18-MAY-13		
DDB0346995	6614C1E65D2FD4BF	971	GENE3D	G3DSA:2.130.10.10	G3DSA:2.130.10.10	624	969	  1.4E-57	T	18-MAY-13	IPR015943	WD40/YVTN repeat-like-containing domain
DDB0346995	6614C1E65D2FD4BF	971	PANTHER	PTHR22847:SF14	UBIQUITIN LIGASE PROTEIN COP1 (CONSTITUTIVE PHOTOMORPHOGENESIS PROTEIN 1) (HCOP1)	144	969	   .0E+00	T	18-MAY-13		
DDB0346995	6614C1E65D2FD4BF	971	PFAM	PF00400	WD40	800	829	  2.1E-02	T	18-MAY-13	IPR001680	WD40 repeat
DDB0346995	6614C1E65D2FD4BF	971	PFAM	PF13923	zf-C3HC4_2	153	194	  1.5E-09	T	18-MAY-13		
DDB0346995	6614C1E65D2FD4BF	971	SMART	SM00320	WD40 repeats	650	695	  5.5E-01	T	18-MAY-13	IPR001680	WD40 repeat
DDB0346995	6614C1E65D2FD4BF	971	SSF	SSF57850	RING/U-box	148	222	  1.5E-19	T	18-MAY-13		
DDB0346995	6614C1E65D2FD4BF	971	SSF	SSF50978	WD40 repeat-like	666	968	  1.8E-57	T	18-MAY-13	IPR017986	WD40-repeat-containing domain
DDB0346995	6614C1E65D2FD4BF	971	PROFILE	PS50294	WD_REPEATS_REGION	662	970	  2.9E+01	T	18-MAY-13	IPR017986	WD40-repeat-containing domain
DDB0346995	6614C1E65D2FD4BF	971	PROFILE	PS50089	ZF_RING_2	155	193	  1.2E+01	T	18-MAY-13	IPR001841	Zinc finger, RING-type
DDB0346995	6614C1E65D2FD4BF	971	PROFILE	PS50082	WD_REPEATS_2	839	880	  1.3E+01	T	18-MAY-13	IPR001680	WD40 repeat
DDB0346995	6614C1E65D2FD4BF	971	PROFILE	PS50082	WD_REPEATS_2	753	796	  1.3E+01	T	18-MAY-13	IPR001680	WD40 repeat
DDB0346995	6614C1E65D2FD4BF	971	PROSITE	PS00678	WD_REPEATS_1	857	872		T	18-MAY-13	IPR019775	WD40 repeat, conserved site
DDB0346995	6614C1E65D2FD4BF	971	PROSITE	PS00518	ZF_RING_1	170	180		T	18-MAY-13	IPR017907	Zinc finger, RING-type, conserved site
DDB0346995	6614C1E65D2FD4BF	971	SMART	SM00320	WD40 repeats	917	968	  1.4E+01	T	18-MAY-13	IPR001680	WD40 repeat
DDB0346995	6614C1E65D2FD4BF	971	SMART	SM00320	WD40 repeats	873	913	  6.4E+00	T	18-MAY-13	IPR001680	WD40 repeat
DDB0346995	6614C1E65D2FD4BF	971	SMART	SM00320	WD40 repeats	832	871	  4.5E-04	T	18-MAY-13	IPR001680	WD40 repeat
DDB0346995	6614C1E65D2FD4BF	971	SMART	SM00320	WD40 repeats	789	829	  1.8E-03	T	18-MAY-13	IPR001680	WD40 repeat
DDB0346995	6614C1E65D2FD4BF	971	SMART	SM00320	WD40 repeats	746	787	  5.5E-09	T	18-MAY-13	IPR001680	WD40 repeat
DDB0346995	6614C1E65D2FD4BF	971	SMART	SM00320	WD40 repeats	704	744	  1.5E+00	T	18-MAY-13	IPR001680	WD40 repeat
DDB0346995	6614C1E65D2FD4BF	971	SMART	SM00184	Ring finger	155	193	  5.6E-08	T	18-MAY-13	IPR001841	Zinc finger, RING-type
DDB0346995	6614C1E65D2FD4BF	971	PFAM	PF00400	WD40	834	871	  2.1E-04	T	18-MAY-13	IPR001680	WD40 repeat
DDB0346995	6614C1E65D2FD4BF	971	PFAM	PF00400	WD40	749	787	  1.2E-07	T	18-MAY-13	IPR001680	WD40 repeat
DDB0346995	6614C1E65D2FD4BF	971	PANTHER	PTHR22847	WD40 REPEAT PROTEIN	144	969	   .0E+00	T	18-MAY-13		
DDB0346995	6614C1E65D2FD4BF	971	GENE3D	G3DSA:3.30.40.10	G3DSA:3.30.40.10	137	215	  1.8E-16	T	18-MAY-13	IPR013083	Zinc finger, RING/FYVE/PHD-type
DDB0347001	8BF840F7244268D4	680	PANTHER	PTHR10919	FAMILY NOT NAMED	0	670	   .0E+00	T	18-MAY-13		
DDB0347001	8BF840F7244268D4	680	PANTHER	PTHR10919:SF317	PUTATIVE UNCHARACTERIZED PROTEIN	0	670	   .0E+00	T	18-MAY-13		
DDB0347006	EE0E69D411027EBF	884	GENE3D	G3DSA:3.30.40.10	G3DSA:3.30.40.10	836	875	  1.4E-05	T	18-MAY-13	IPR013083	Zinc finger, RING/FYVE/PHD-type
DDB0347006	EE0E69D411027EBF	884	PANTHER	PTHR10919	FAMILY NOT NAMED	0	883	   .0E+00	T	18-MAY-13		
DDB0347006	EE0E69D411027EBF	884	PANTHER	PTHR10919:SF253	PROBABLE PROTEIN CONTAIN EAL FAMILY SIGNALING PROTEIN	0	883	   .0E+00	T	18-MAY-13		
DDB0347006	EE0E69D411027EBF	884	SSF	SSF57903	FYVE/PHD zinc finger	823	883	  3.8E-08	T	18-MAY-13	IPR011011	Zinc finger, FYVE/PHD-type
DDB0347007	3FD2EEEBA9A0CE6D	1016	PRINTS	PR00011	EGFLAMININ	652	671	  4.1E-10	T	18-MAY-13		
DDB0347007	3FD2EEEBA9A0CE6D	1016	GENE3D	G3DSA:2.170.300.10	G3DSA:2.170.300.10	601	711	  3.5E-06	T	18-MAY-13		
DDB0347007	3FD2EEEBA9A0CE6D	1016	PANTHER	PTHR24032:SF2	SUBFAMILY NOT NAMED	532	1012	  4.0E-22	T	18-MAY-13		
DDB0347007	3FD2EEEBA9A0CE6D	1016	PFAM	PF07974	EGF_2	797	826	  7.2E-05	T	18-MAY-13	IPR013111	EGF, extracellular
DDB0347007	3FD2EEEBA9A0CE6D	1016	PANTHER	PTHR24032	FAMILY NOT NAMED	532	1012	  4.0E-22	T	18-MAY-13		
DDB0347007	3FD2EEEBA9A0CE6D	1016	SSF	SSF57196	EGF/Laminin	642	675	  4.5E-03	T	18-MAY-13		
DDB0347007	3FD2EEEBA9A0CE6D	1016	SSF	SSF57196	EGF/Laminin	678	711	  2.7E-03	T	18-MAY-13		
DDB0347007	3FD2EEEBA9A0CE6D	1016	SSF	SSF57196	EGF/Laminin	792	844	  1.9E-03	T	18-MAY-13		
DDB0347007	3FD2EEEBA9A0CE6D	1016	TMHMM	tmhmm	transmembrane_regions	4	27		?	18-MAY-13		
DDB0347007	3FD2EEEBA9A0CE6D	1016	SignalP	SignalP-NN(euk)	signal-peptide	0	23		?	18-MAY-13		
DDB0347007	3FD2EEEBA9A0CE6D	1016	PROFILE	PS50026	EGF_3	793	827	  1.1E+01	T	18-MAY-13	IPR000742	Epidermal growth factor-like domain
DDB0347007	3FD2EEEBA9A0CE6D	1016	PROFILE	PS50026	EGF_3	634	672	  9.2E+00	T	18-MAY-13	IPR000742	Epidermal growth factor-like domain
DDB0347007	3FD2EEEBA9A0CE6D	1016	PROFILE	PS50026	EGF_3	600	633	  7.7E+00	T	18-MAY-13	IPR000742	Epidermal growth factor-like domain
DDB0347007	3FD2EEEBA9A0CE6D	1016	PROSITE	PS01186	EGF_2	814	826		T	18-MAY-13	IPR013032	EGF-like, conserved site
DDB0347007	3FD2EEEBA9A0CE6D	1016	SSF	SSF81296	E set domains	514	595	  3.2E-03	T	18-MAY-13	IPR014756	Immunoglobulin E-set
DDB0347007	3FD2EEEBA9A0CE6D	1016	SSF	SSF81296	E set domains	708	791	  6.2E-06	T	18-MAY-13	IPR014756	Immunoglobulin E-set
DDB0347007	3FD2EEEBA9A0CE6D	1016	SSF	SSF57196	EGF/Laminin	608	636	  7.6E-03	T	18-MAY-13		
DDB0347007	3FD2EEEBA9A0CE6D	1016	PROSITE	PS00022	EGF_1	697	709		T	18-MAY-13	IPR013032	EGF-like, conserved site
DDB0347007	3FD2EEEBA9A0CE6D	1016	PROSITE	PS00022	EGF_1	814	826		T	18-MAY-13	IPR013032	EGF-like, conserved site
DDB0347007	3FD2EEEBA9A0CE6D	1016	PROSITE	PS00022	EGF_1	659	671		T	18-MAY-13	IPR013032	EGF-like, conserved site
DDB0347007	3FD2EEEBA9A0CE6D	1016	PROSITE	PS00022	EGF_1	620	632		T	18-MAY-13	IPR013032	EGF-like, conserved site
DDB0347007	3FD2EEEBA9A0CE6D	1016	SMART	SM00181	Epidermal growth factor-like domain.	796	827	  2.4E+01	T	18-MAY-13	IPR000742	Epidermal growth factor-like domain
DDB0347007	3FD2EEEBA9A0CE6D	1016	SMART	SM00181	Epidermal growth factor-like domain.	679	710	  1.7E+02	T	18-MAY-13	IPR000742	Epidermal growth factor-like domain
DDB0347007	3FD2EEEBA9A0CE6D	1016	SMART	SM00181	Epidermal growth factor-like domain.	637	672	  9.5E+01	T	18-MAY-13	IPR000742	Epidermal growth factor-like domain
DDB0347007	3FD2EEEBA9A0CE6D	1016	SMART	SM00181	Epidermal growth factor-like domain.	603	633	  2.6E+00	T	18-MAY-13	IPR000742	Epidermal growth factor-like domain
DDB0347007	3FD2EEEBA9A0CE6D	1016	PRINTS	PR00011	EGFLAMININ	807	826	  4.1E-10	T	18-MAY-13		
DDB0347007	3FD2EEEBA9A0CE6D	1016	PRINTS	PR00011	EGFLAMININ	690	709	  4.1E-10	T	18-MAY-13		
DDB0347013	F95F971DBB14C5FC	299	GENE3D	G3DSA:1.10.287.110	G3DSA:1.10.287.110	103	207	  4.8E-29	T	18-MAY-13	IPR001623	DnaJ domain
DDB0347013	F95F971DBB14C5FC	299	GENE3D	G3DSA:1.20.1280.20	G3DSA:1.20.1280.20	220	295	  9.1E-14	T	18-MAY-13	IPR009073	Co-chaperone HscB, C-terminal oligomerisation domain
DDB0347013	F95F971DBB14C5FC	299	PANTHER	PTHR14021	FAMILY NOT NAMED	49	298	 9.8E-122	T	18-MAY-13	IPR004640	Co-chaperone Hsc20
DDB0347013	F95F971DBB14C5FC	299	PANTHER	PTHR14021:SF11	SUBFAMILY NOT NAMED	49	298	 9.8E-122	T	18-MAY-13		
DDB0347013	F95F971DBB14C5FC	299	PFAM	PF07743	HSCB_C	219	291	  1.0E-18	T	18-MAY-13	IPR009073	Co-chaperone HscB, C-terminal oligomerisation domain
DDB0347013	F95F971DBB14C5FC	299	SSF	SSF46565	Chaperone J-domain	134	211	  8.9E-14	T	18-MAY-13	IPR001623	DnaJ domain
DDB0347013	F95F971DBB14C5FC	299	SSF	SSF47144	HSC20 (HSCB), C-terminal oligomerisation domain	209	297	  4.1E-15	T	18-MAY-13	IPR009073	Co-chaperone HscB, C-terminal oligomerisation domain
DDB0347013	F95F971DBB14C5FC	299	TIGRFAMs	TIGR00714	hscB: Fe-S protein assembly co-chaperone HscB	146	292	  1.6E-25	T	18-MAY-13	IPR004640	Co-chaperone Hsc20
DDB0347013	F95F971DBB14C5FC	299	PFAM	PF00226	DnaJ	137	205	  1.2E-06	T	18-MAY-13	IPR001623	DnaJ domain
DDB0347020	0836FACC3D2D9921	589	GENE3D	G3DSA:3.10.129.10	G3DSA:3.10.129.10	198	359	  4.0E-37	T	18-MAY-13		
DDB0347020	0836FACC3D2D9921	589	GENE3D	G3DSA:3.10.129.10	G3DSA:3.10.129.10	393	570	  2.3E-39	T	18-MAY-13		
DDB0347020	0836FACC3D2D9921	589	GENE3D	G3DSA:3.30.70.330	G3DSA:3.30.70.330	41	102	  2.5E-07	T	18-MAY-13	IPR012677	Nucleotide-binding, alpha-beta plait
DDB0347020	0836FACC3D2D9921	589	PANTHER	PTHR12655:SF0	SUBFAMILY NOT NAMED	170	588	   .0E+00	T	18-MAY-13		
DDB0347020	0836FACC3D2D9921	589	PFAM	PF14259	RRM_6	46	108	  2.9E-08	T	18-MAY-13		
DDB0347020	0836FACC3D2D9921	589	SSF	SSF54928	RNA-binding domain, RBD	44	118	  1.9E-09	T	18-MAY-13		
DDB0347020	0836FACC3D2D9921	589	SSF	SSF54637	Thioesterase/thiol ester dehydrase-isomerase	402	578	  5.7E-22	T	18-MAY-13		
DDB0347020	0836FACC3D2D9921	589	SSF	SSF54637	Thioesterase/thiol ester dehydrase-isomerase	199	369	  1.1E-28	T	18-MAY-13		
DDB0347020	0836FACC3D2D9921	589	PROFILE	PS50102	RRM	44	124	  1.0E+01	T	18-MAY-13	IPR000504	RNA recognition motif domain
